idx,cartoonstock_id,contest_number,description,caption,element
407,,661.0,"In a whimsical scene, a woman resembling Snow White stands in a field, surrounded by seven dwarfs who are all joyfully roller-skating. The dwarfs are smiling and appear to be having a great time, while a distant castle is visible on a hill in the background. Snow White looks surprised and amused by the dwarfs' antics. Snow White is speaking.",Let’s keep Clumsy in our prayers.,"The dwarf ""clumsy"" must have died roller skating, because of his clumsy nature"
408,,662.0,"A wedding ceremony is taking place, but the bride and groom are dressed as vikings, complete with animal skins, viking helmet, wrapped footwear, and one holding a spear while the other holds a sword. They stand under a decorated archway, facing a minister who is reading from a book. On the left, bridesmaids in traditional dresses hold bouquets, and on the right, groomsmen in tuxedos stand attentively. One of the bridesmaids is turned back, speaking to another bridesmaid.",It’s about time they settled down and razed a village.,"This is a pun, specifically, replacing the word ""raise"" with the word “raze"""
409,,664.0,"In a courtroom, a judge leans forward, angrily speaking to a man dressed in a magician's outfit complete with a top hat and wand, who is seated in the witness stand. A woman stands nearby holding a document, observing the interaction. The scene is set with the American flag and another flag in the background, adding to the formal courtroom atmosphere. The judge is speaking.",We know you're guilty. Now we want to know how you did it.,The court would not assume guilt like this
410,,665.0,"Two sharks are facing each other in the ocean. A person, visible only from the waist down, is standing on the back one of the sharks. The sharks have a slightly bewildered expression. The shark carrying the person is speaking.","Well, that's embarrassing. How long has it been there?",The shark would probably not be oblivious to the person on their back
411,,666.0,"In a black-and-white cartoon, a man in a suit is lying on a bright red, lip-shaped couch, presumably in a therapy session. He looks somewhat distressed as he looks up at a therapist, who is seated in a chair, attentively taking notes. There is a large window in the background. The patient in the couch is speaking.",How do I explain lipstick on my entire suit?,"By sitting in the lips couch, the man covered his suit in lipstick."
412,,667.0,"Two mice are doing an IKEA-like assembly. However, what they’re assembling is a maze, akin to a lab setting. They are surrounded by various wooden panels, screws, and an Allen wrench. One mouse is holding an instruction sheet and speaking, while the other looks on, seemingly puzzled.",Let's just go with the open floor plan.,"This references the ""open floor plan"" modern design trend"
413,,671.0,"Two woolly mammoths are standing in a cave. One mammoth has several tiny cavemen on its back, each holding a spear and appearing to be attacking the mammoth. The mammoth without cavemen looks at the other mammoth, who is speaking with a slight grimace. The scene is set against a backdrop of cave walls.",It didn’t really bother me until they discovered fire.,The small cavemen are literally lighting the mammoth on fire
414,,671.0,"Two woolly mammoths are standing in a cave. One mammoth has several tiny cavemen on its back, each holding a spear and appearing to be attacking the mammoth. The mammoth without cavemen looks at the other mammoth, who is speaking with a slight grimace. The scene is set against a backdrop of cave walls.",The doctor says they’ll be gone in a few million years,This poses the humans on the mammoth's back like an illness
415,,672.0,"In a doctor's office, a man with a rat's head, dressed in a lab coat and tie, sits behind a cluttered desk with a computer, papers, and a prescription pad. He is handing a prescription to a patient seated across from him. The walls are adorned with framed certificates. The rat-headed doctor appears to be speaking.","Trust me, I know the plague when I see it.",The plague was famously spread via rats
416,,674.0,"A massive, menacing werewolf stands on a rocky outcrop, towering over a man in a hoodie who is casually walking his small dog. The werewolf appears to be snarling, while the man looks back with an annoyed expression. The scene is set in a desolate, moonlit landscape with distant trees and mountains. The man is speaking.",Let's let him keep your ball.,It downplays the werewolf’s menacing nature by implying that it’s interested in a simple ball
417,,675.0,"At a crowded party, a deep-sea diver and an astronaut, both in full gear covering their bodies and heads, stand holding drinks. A woman with a drink in hand is playfully tapping the astronaut's backpack. The other partygoers in the background are engaged in conversation, creating a lively atmosphere. The woman is speaking.",Didn’t I say you wouldn’t be the only one wearing a suit?,"Instead of formal ""suits,"" they are in heavy-duty protective suits"
418,,676.0,"A caveman is grilling a cartoonishly enormous piece of meat on a small barbecue grill under a crescent moon. He holds a spatula and looks back at his family, who are standing at the entrance of a cave. The family, consisting of a woman, a child, and a crawling baby, appear to be watching him with a mix of curiosity and concern. The scene is set in a prehistoric landscape with mountains in the background. The caveman is speaking to the family.",Rare? It's nearly extinct.,"This references the fact that in prehistoric times, extinction of animals was routine"
419,,679.0,"A king with a long beard and a crown sits on a throne surrounded by various potted cacti and a Venus flytrap. A knight in armor stands to the right, holding a sword and speaking to the king. The scene is set in a desert-like environment, with the king appearing contemplative.","Well, after you beheaded the groundskeeper, we had to go with something low-maintenance.",Cacti are famously low-maintenance plants
420,,680.0,"In a fancy restaurant, a drenched bear stands dripping water onto the floor, forming a puddle. Across from the bear, a man in a suit sits at a table, calmly reading a menu labeled ""Market St"" with a glass of wine and a basket of bread in front of him. The bear appears to be waiting for something, while the man orders from the menu, unfazed by the bear's presence. ","Well, don't put it on the menu if you can't catch one.",This implies that the bear catches everything they serve
421,,683.0,"A caveman couple walks towards a tall stone tower with several windows, looking up and waving. Another caveman couple are looking out from the top window, waving back down and smiling. The landscape is barren with a few palm trees in the distance.",I guarantee he brings up the whole discovering-fire thing within the first five minutes.,This imagines the caveman frequently brings this up to impress women
422,,683.0,"A caveman couple walks towards a tall stone tower with several windows, looking up and waving. Another caveman couple are looking out from the top window, waving back down and smiling. The landscape is barren with a few palm trees in the distance.","Four-story brownstones? They’ll never catch on, not in a million years.","Her prediction is dead wrong, because in present times (a million years later) brownstones actually did catch on. "
423,,684.0,"A group of various monsters and creatures, including a dragon, an alien, and a polka-dotted, one-eyed being, are seated around a conference table. A human man in a suit stands smiling at the corner of the table, looking somewhat out of place among the fantastical beings. The scene appears to be a business meeting or discussion. The dragon, at the head of the table, is speaking.","Publicly, we’re still saying there are no side effects.",A company maliciously hiding side-effects of their product is a common trope
424,,685.0,"In a forest, two hikers with backpacks and beanies look startled as they encounter a giant honey bear bottle, complete with a dispenser on its head, angrily approaching them. One hiker, a woman with braids, is speaking to the other, a man with a beard and glasses. ","Oh, no. I have its little one in my backpack.",The normal-sized bear honey container is imagined as this bear's cub
425,,686.0,"In a living room, a bald man is sitting on a giant egg, looking content. Two old women sipping tea, seated on a couch, are staring at him. The room is furnished with a coffee table, lamps, and a framed picture on the wall. One old woman is speaking.",I don’t know how to tell him it’s not his.,It mirrors the common situation where infidelity raises questions about paternity
426,,687.0,"A woman holding a wine glass stands on a rooftop in a city, delighted, looking back at a man sitting at a table with a bottle and glass. Behind them, an enormous face peers over the building, looking similar to the man. The woman is speaking with a smile.",How much did you spend at Macy’s this year?,She's implying they dedicated a balloon to him (at the Macy’s day parade) because he spent so much at Macy's
427,,687.0,"A woman holding a wine glass stands on a rooftop in a city, delighted, looking back at a man sitting at a table with a bottle and glass. Behind them, an enormous face peers over the building, looking similar to the man. The woman is speaking with a smile.","It’s a perfect likeness, George. Right down to the hot air.","She's implying the face is a giant balloon, hence the hot air"
428,,688.0,"At a formal gathering, a stern-looking military officer with numerous medals and a cartoonishly long, receipt-like ribbon on his uniform holds a glass of wine. A woman in a black dress, also holding a glass of wine, is leaning in and speaking to him. Other guests are mingling in the background. The officer is speaking.",I was stationed at CVS during the war on drugs.,Pharmacies often give very long receipts
429,,689.0,"A knight in full armor, riding a checkered horse, is holding a lance that has skewered a car door. The knight faces a police officer who is holding a notepad and pen, seemingly about to write a ticket or report. The knight is speaking, possibly explaining himself.",It used to be chivalrous to open doors for people.,"It's chivalrous to open doors, but not in such a violent way"
430,,695.0,"A slice of bread with a face, arms, and legs, wearing a bow tie, stands in front of a restaurant podium. Behind the podium is a surprised-looking host with a bald head and a bow tie, holding a pen and a notepad. The host is speaking to the bread, who looks disappointed.","I’m sorry, sir. We no longer serve bread.","In this context, not serving bread means that the bread character would be refused service"
431,,696.0,"In an upscale dining room with a chandelier and a framed painting on the wall, a cowboy is something from a bucket into a pig trough set atop the table. A well-dressed man and a woman are seated at the table, watching the trough as he pours. The woman is speaking with a neutral expression.",Don’t ask for a spoon—he’ll know we’re tourists.,This explicitly implies that the “locals” eat directly from the pig trough without utensils
432,,698.0,"In a black and white cartoon, a man wearing a yellow crown and a red royal robe walks down a city sidewalk with a woman. They pass by a person walking a dog and another couple engaged in conversation. The scene is set against a backdrop of buildings with windows and a door under an arched entrance. The man with the crown appears out of place in the otherwise ordinary urban setting. The woman is speaking.","Harry, the whole point of leaving England was to blend in.","The crown, a symbol of royalty, obviously would not blend in"
434,,705.0,"Two cowboys on horseback survey a chaotic scene in the desert where a large, modern espresso machine has been overturned, spilling coffee beans and equipment everywhere. A campfire burns nearby, and cacti dot the landscape. One cowboy appears to be speaking to the other.",Americanos.,Americano is a type of coffee
435,,705.0,"Two cowboys on horseback survey a chaotic scene in the desert where a large, modern espresso machine has been overturned, spilling coffee beans and equipment everywhere. A campfire burns nearby, and cacti dot the landscape. One cowboy appears to be speaking to the other.",Grounds still warm...,The coffee grounds being warm means that people left it recently
437,,708.0,"In a chaotic kitchen, a chef stands in front of a stove with a pot boiling over, spilling its contents. The kitchen is a mess, with open cabinets and a blender that appears to have overflowed. The chef, looking frustrated, is looking back at a knight in full plate armor standing nearby, which is observing the scene.",Fine—next time you slay the dragon and I'll cook.,This is a direct implication that the chef was complaining about having to cook.
438,,708.0,"In a chaotic kitchen, a chef stands in front of a stove with a pot boiling over, spilling its contents. The kitchen is a mess, with open cabinets and a blender that appears to have overflowed. The chef, looking frustrated, is looking back at a knight in full plate armor standing nearby, which is observing the scene.",I heard dinner needed rescuing.,"To rescue a dinner typically refers to fixing a cooking mistake, but here could be interpreted literally"
439,,709.0,"A woman with a briefcase is about to enter an elevator, but instead of the elevator floor, there is a pit filled with flames and people with nonchalant expressions. The elevator doors are open, revealing the chaotic scene inside, while the woman appears calm and composed. The elevator buttons on the wall next to the elevator.",Try the stairs. This takes an eternity.,Being in Hell is said to last for eternity
440,,709.0,"A woman with a briefcase is about to enter an elevator, but instead of the elevator floor, there is a pit filled with flames and people with nonchalant expressions. The elevator doors are open, revealing the chaotic scene inside, while the woman appears calm and composed. The elevator buttons on the wall next to the elevator.",So now we know what the ‘FIRE’ button does.,Elevators' fire button is seldom used
441,,711.0,"In a living room, a woman sits on a couch, covering her face in distress as a baseball game unfolds around her. A batter, catcher, and pitcher, all in full baseball gear, are positioned as if in the middle of a game. A cat peeks out from behind the catcher. The room is furnished with curtains, a lamp, and a framed picture on the wall. The woman is speaking.",All his pitches have been inside.,"Because they are indoors, the pitch is literally ""inside"""
443,,25.0,"In a social setting, several people are standing in a room wearing business attire and holding drinks. Two couples face each other, but the man in one of the couples is dressed in a full, vintage-style deep-sea diving suit, complete with a helmet and a hose attached to the back, looking somewhat uncomfortable.","We don't have much of a sex life, but he's good at finding keys in the swimming pool.",The woman attempts to justify a very unusual relationship 
444,,32.0,"In the cartoon, a person dressed in a full rabbit costume, carrying a briefcase and reading a sheet of paper, walks down a hallway in a typical office setting. Two business-suited colleagues stand nearby, looking somewhat puzzled, while another person peeks out from an office doorway.","Well, there he goes—the first casualty of the War on Easter.",This implies that there is a round of layoffs at the company targeting Easter-related employees
445,,32.0,"In the cartoon, a person dressed in a full rabbit costume, carrying a briefcase and reading a sheet of paper, walks down a hallway in a typical office setting. Two business-suited colleagues stand nearby, looking somewhat puzzled, while another person peeks out from an office doorway.","Well, at least somebody remembered about casual Good Friday.","Good Friday directly preceeds Easter, connecting to the rabbit costume"
446,,34.0,"In a woman's bedroom, a vampire is walking out of the door to the outside, spreading his cape as if to take flight, looking back at the woman who is sitting up in her bed, naked. The woman is speaking with a mildly disappointed look, and the vampire is looking back at her with a slight frown.",I bet the bride of Frankenstein gets to cuddle.,The woman's snarky comparison shows her discontent.
447,,82.0,"A naked man and woman are in a lush, tropical setting resembling the biblical Garden of Eden. The man is holding a phone to his ear and looking backward at a large hand extending from a cloud, which is pointing accusatorily downward at him. The woman looks alarmed or confused as she runs alongside him through tall grass away from the hand. In the background, a snake is wrapped around a tree trunk. Rays of light shine down dramatically.",I gotta go. ‘Mr. Wonderful’ is having one of his episodes.,Mixing sacred imagery with casual dismissive language created dissonance
448,,82.0,"A naked man and woman are in a lush, tropical setting resembling the biblical Garden of Eden. The man is holding a phone to his ear and looking backward at a large hand extending from a cloud, which is pointing accusatorily downward at him. The woman looks alarmed or confused as she runs alongside him through tall grass away from the hand. In the background, a snake is wrapped around a tree trunk. Rays of light shine down dramatically.",It's like paradise for the first few days. But you wouldn't want to live here,The deep philisophical discussion contrasts with the aesthetic of casual vacation small talk
449,,86.0,"Two golfers stand on a grassy field, each holding golf clubs in bags slung over their shoulders. However, instead of a golf course, they are looking at a field filled with barbed wire, tanks, and machine guns. A golf flag is visible in the background, alongside scattered trees and clouds.","I support our troops as much as the next guy, but do we have to let them play through?","Doing favors for military members is a common practice, but can sometimes be taken advantage of"
450,,92.0,"A man and a woman stand on a city sidewalk. The man is reaching into his pocket as if to give something to a dolphin standing upright on its tail, which is holding out a cup in a begging gesture. The woman, appearing angry, is yelling at the man, likely in protest of his action.","Give him money, and you feed him today; teach him how to earn money by somersaulting on cue, and you feed him for life.",They are likeneing the tricks a domestic dolphin does to a job that would help the dolphin's situation
451,,96.0,"A pregnant woman, wearing primitive clothing, sits on a large tree branch or vine, holding her belly and speaking. Tarzan, shirtless and wearing a loincloth, stands nearby, leaning against a tree. The background features trees and jungle foliage.","Fine. If it's a boy, we'll call him Boy. But if it's a girl I want to call her McKenzie.",Couples deciding who gets to choose the name based on the gender is a common situation
452,,96.0,"A pregnant woman, wearing primitive clothing, sits on a large tree branch or vine, holding her belly and speaking. Tarzan, shirtless and wearing a loincloth, stands nearby, leaning against a tree. The background features trees and jungle foliage.","Well, you'll be a monkey's uncle.","When taken literally, the caption implies that the man is the pregnant woman's sister and that the father of the baby is a monkey, which would be absurd"
453,,101.0,"On the ledge of a tall building in an urban cityscape, a man in a suit standing inside a window speaks to three individuals precariously standing on the ledge: a clergyman, a police officer, and a firefighter, all dressed in their respective uniforms, and positioned like they might jump off.","Fellas, your empathy for victims is outstanding.",The caption suggests that they are roleplaying as a suicidal person to gain empathy for the typical victim
454,,101.0,"On the ledge of a tall building in an urban cityscape, a man in a suit standing inside a window speaks to three individuals precariously standing on the ledge: a clergyman, a police officer, and a firefighter, all dressed in their respective uniforms, and positioned like they might jump off.",Excuse me—does this joke need a lawyer?,"This implies that the man in the suit (likely a lawyer) might also be suicidal, commenting on the profession"
455,,109.0,"In an airplane cabin, a woman, a man, and a human-sized microbe with spots and flagella are sitting in a row, all wearing seatbelts. The man is turned to the woman, angrily pointing back at the giant microbe.  Passengers in the rows in front and behind seem undisturbed.",I hate connecting through Roswell.,"Sitting next to an alien would typically elicit an extreme reaction, contrasting with the man's subtle annoyed tone."
456,,112.0,"In a prehistoric setting, two cavemen look into the barrel of an enormous revolver gun lying on the ground. One caveman is on his hands and knees peering into the gun with his spear on the ground next to him, speaking to the other, who is kneeling.",What did you say happened to the last tenant?,The modern language about touring a home contrasts the prehistoric setting
457,,115.0,"In a bar setting, two individuals sit next to each other at the counter. One is a man in a suit and tie, holding a martini glass and speaking to the person beside him. The other person is wearing a full hazmat suit, complete with a helmet and radioactive symbol, and is holding a glass of liquid on a coaster. The bar features standard items like napkins, bottles, and a coffee pot, while a window behind them provides a view of the outside world.","Trust me, background radiation—it's the new secondhand smoke.",This mocks people who go to extreme lengths to avoid negative health impacts
458,,155.0,"In a group therapy setting, a counselor sits at the center with hands folded, leading a discussion among a circle of participants. Among them are a large, lion-like figure, a metallic individual holding an axe, a straw-stuffed figure in a floppy hat, a woman holding a small dog, and two additional participants—an adult man and woman—who appear dressed in everyday clothing. Chairs are arranged in a ring, and the background features framed art and window blinds, suggesting a typical therapy room. The counselor is speaking",And my hourly fee is six hundred dollars. You're not in Kansas anymore.,The characters present are the cast of the Wizard of Oz
460,,167.0,"In a forest clearing with tall tree trunks, a man in a suit with an American flag pin stands speaking at a podium with a decorative drape on the front, speaking. Two other men in suits stand close by behind him. Various woodland animals— including a deer, a snake on the ground, a frog, a bird, and other creatures—surround the scene, peeking from behind trees or looking on.",Read my lips—no new taxidermy.,The man is a politicial candidate giving a speech to the animals
461,,660.0,"A doctor, wearing a lab coat and stethoscope, is reading from a clipboard while standing next to a patient who is dressed as a king, complete with a crown and a fur-lined robe. The king is sitting on an examination table, looking up at the doctor. The setting appears to be a typical doctor's office. The doctor is speaking.",Worse than a cold. It's a common cold.,"This is a play on the dual meaning of ""common"""
462,,686.0,"In a living room, a bald man is sitting on a giant egg, looking content. Two old women sipping tea, seated on a couch, are staring at him. The room is furnished with a coffee table, lamps, and a framed picture on the wall. One old woman is speaking.",I don’t know how to tell him it’s not his.,"It should be obvious to him that the egg isn't his specifically because he's human, and humans don’t lay eggs"
463,,688.0,"At a formal gathering, a stern-looking military officer with numerous medals and a cartoonishly long, receipt-like ribbon on his uniform holds a glass of wine. A woman in a black dress, also holding a glass of wine, is leaning in and speaking to him. Other guests are mingling in the background. The officer is speaking.",I was stationed at CVS during the war on drugs.,The war on drugs typically refers to anti-narcotics government initiatives
464,,709.0,"A woman with a briefcase is about to enter an elevator, but instead of the elevator floor, there is a pit filled with flames and people with nonchalant expressions. The elevator doors are open, revealing the chaotic scene inside, while the woman appears calm and composed. The elevator buttons on the wall next to the elevator.",So now we know what the ‘FIRE’ button does.,"This implies the ""FIRE"" button literally turns the elevator into a pit of fire"
465,CC29456,,"Six people sit around a conference table in an office. One man at the head of the table, who appears to be speaking, holds up a holiday card depicting snow and several small trees. An easel behind him displays a bar chart, and the other attendees—four men and one woman—look toward him as he shows the card.",Season’s Greetings’ looks O.K. to me. Let’s run it by the legal department.,"""Season's greetings"" is a mundane statement that would not need to be run by a legal department"
466,CS173253,,"A man stands at a podium marked “FDA,” holding a stack of papers and speaking, with an American flag behind him. Seated to his left are a man in a T-shirt who holds a drink, and a woman with crossed arms. To the right, another man in a suit is seated and looking at a sheet of paper. Behind them on the wall are framed images.","We’ve heard that laughter is the best medicine, so beginning Monday we’ll be regulating it.",It would be absurd to regulate something as mundane as laughter
467,CC43039,,"A cat stands on its hind legs, scratching the side of an armchair covered in visible claw marks. A floor lamp is beside the chair, and a framed picture hangs on the wall. Three people stand watching: a man in a suit in front, a woman in a patterned top in the middle (who is speaking), and another man behind her.",We believe that in a former life she was an editor.,"The cat's scratching is compared to the ""scratching out"" that an editor does"
468,CS171793,,"A dog sits upright at a table in a restaurant, holding a menu with its paws. The dog is speaking to a waiter who stands beside the table in a bow tie, leaning slightly forward to listen. A small candle sits on the table.",Is the homework fresh?,"""My dog ate my homework"" is a classic trope for explaining missing homework"
469,CS173648,,"A group of penguins is gathered on an icy ledge overlooking the water. One penguin is high in the air, with its wings spread, speaking to the other penguins. The penguins on the ledge are looking up toward the airborne penguin.",We just haven't been flapping them hard enough.,Penguins are well-known to be flightless birds
470,CC124773,,"A man in pajamas and slippers sits on the edge of a bed in a bedroom, holding a phone to his ear. A bedside table next to him has a lamp and the phone base.",This is your wake-up call - change or die.,"A ""wake-up call"" is a figure of speech for an event that brings something to immediate attention. "
471,CS175478,,"In an office marked by a sign reading “Glexco Insurance,” a suited man behind a desk is speaking while holding up a document. Across from him, another man sits with a slightly tense or apprehensive posture, looking toward the man behind the desk. The desk has a computer and papers on it.",I think you misunderstood. The million dollar umbrella policy only covers you for claims involving an umbrella.,"Typically, an ""umbrella"" polciy offeres more extensive coverage. However, this interprets it literally as insuring a person's umbrella"
472,CS166113,,"Two men in a lab-like setting stand facing each other at a table with laboratory items—such as a flask and containers—spread out in front. One man, wearing a tie and glasses, hands a piece of paper while speaking to the other man, who has a beard and is also wearing a tie and jacket. Behind them, a woman works at a computer, and on the wall is a large chart displaying a fluctuating graph.",My diabetic research shows that test subjects are 98% more likely to take their diabetic pills if the pills are covered in chocolate.,"Diabetic people are often overweight, implying they like chocolate"
473,CC125182,,"A title reading “Inside the FDA” hangs above a lab-like room. Two people in lab coats stand in the corner reviewing notes on a clipboard. At a central table, a man in a lab coat sits facing forward, with piles of pills and some vials and a syringe in front of him, speaking. Another man, also in a lab coat, stands beside him, holding a clipboard.",These medicines all taste pretty good—let’s approve them.,"This implies that the FDA approves drugs based on flavor, rather than effect"
474,CS166424,,"In a doctor’s examination room, a man wearing a hospital gown sits on an exam table. A doctor in a white coat, holding a clipboard, stands facing the patient. A framed certificate labeled “M.D.” hangs on the wall behind them, and nearby cabinets and medical equipment are visible. The patient is speaking to the doctor.",How much longer do I have before I have to change to a healthy lifestyle?,"A doctor would advise to start a healthy lifesyle now, not later, since effects take time."
475,CC125765,,"A man in a suit and tie sits behind a desk in an office, holding a telephone receiver to his mouth as he speaks. Piles of papers and a computer are on the desk, and a framed picture and a plant are visible in the background. Large windows behind him reveal the outlines of buildings outside.",Right now I think the wisest strategy is to diversify among your mattresses.,Storing money in a mattress is a trope for avoiding financial institutions
476,CS339397,,"A horse (on the left) leans forward, pushing a cart piled high with fruit. Another horse stands behind him, watching with one hoof raised to his chin, speaking to the other horse.",Hang on... We must be doing something wrong... How does the saying go again?,"""Don't put the cart before the horse"" is an idiom about doing things in the right order"
477,CS140813,,"Six people in business attire sit around a conference table. Each person wears a domed helmet-like device on their head, with cables or connectors extending from one person's helmet to another. One man at the center has his mouth open and is turned toward the woman seated next to him; she looks back at him.","Frankly, I'm not sure this whole idea-sharing thing is working.","While idea-sharing typically implies speaking, here, they are literally sharing their thoughts directly"
478,CS198366,,"Five men are gathered around a curved bar. The bartender stands behind it, while the other four are seated, with drinks. A man in the middle of the seated group is speaking, and the others, including the bartender, appear to be looking at him.",I lost some intellectual property here last night. Anybody remember what the hell I was talking about?,The man forgot what he was talking about because he was drunk
479,CC120401,,"An anthropomorphic cat in a suit sits at a desk in an office. A city skyline can be seen through the window. He holds a telephone receiver to his ear, speaking into it, with one hand resting on the desk with a piece of string. On the desk are a notepad, pens, a telephone keypad, and a framed photo.",Can I call you back? I’m with a piece of string.,"This mimics the phrase, ""I'm with a client,"" implying the cat's job is to play with the string"
480,CS166312,,"In an office labeled “Investment Firm,” a man wearing a jacket marked “Tech Support” stands facing a large desk. On the desk sits a crystal ball. Near the desk is an open box labeled “Crystal Ball” and “See Into the Future.” Two men in suits stand behind the desk, one of them speaking to the tech support worker. A woman stands off to the right with her arms folded.",Can you increase its range?,An investment firm would obviously benifit from seeing farther into the future
481,CS197002,,"A person wearing a helmet and a harness labeled “PARACHUTE” falls off the edge of a cliff, flailing their arms. Another person stands on the cliff behind him, pushing them off the edge, speaking with a smile. The person pushing is wearing a tie.",Great coaching is about helping others move forward.....,This would be extremely dangerous for the first time without instruction
482,CC125700,,"In an office setting with a stock ticker running across the top, a man in a shirt and tie sits behind a desk with a laptop, speaking to a large bear seated across from him. The man holds a coffee mug. Behind them are windows with a cityscape, and some charts and graphs on the walls.","Of all the markets, in all the world, you had to walk into mine.","This plays on the phrase ""bear market"" "
483,CS174848,,"On one mountain peak, a robed, bearded man sits cross-legged, holding a tablet or scroll and pointing into the distance. A hiker wearing a cap and backpack, holding a walking stick, stands on the mountainside looking up at him. On another nearby peak, a lone figure sits in a meditative pose.",Truth and enlightenment are on another peak. I do medicare explanations.,Navigating medicare is notoriously difficult or frustrating
484,CC41865,,"In a restaurant setting, a man and a woman are seated at a round table, each with a drink in front of them. A picture hangs on the wall behind them, and light fixtures are mounted on the wall. The man, wearing a jacket and tie, is speaking to the woman.","Look, I can’t promise I’ll change, but I can promise I’ll pretend to change.",Pretending to change is no better than simply not changing
485,BA900155,,"Outside a garage an older man using a walker stands beside a younger man. The garage door is open, revealing an abundance of items packed inside, such as boxes, furniture, and miscellaneous objects. A pickup truck is parked nearby.",One day Son all this will be yours.,"While this typically would imply a grand inheretance, in this case, he will inherit the clutter"
486,CS190123,,"A classroom scene with multiple bees seated at desks, each holding a large paper reading “WORKER BEE.” At the front of the room is a teacher bee standing by a chalkboard. The teacher holds a paper in one hand and is speaking to the class.","OK class, these career path suggestions are based on the personality assessments you all took last week...","While for humans the test would reveal *differences* between students, here tells them they're all the *same*"
487,CC124814,,"Inside a cave, three cavemen are dressed in ragged animal-skin garments. One caveman lies on the ground under a crude blanket, looking up at the other two. Another caveman stands nearby holding a large wooden club, while the third caveman stands between them with an outstretched hand, speaking to the one lying down.","I'll be performing the operation, and this is the anesthesiologist.","The caveman will knock him unconscious with the club as his ""anesthesia"""
488,CS176780,,"In a kitchen, a man stands watching as a dog on its hind legs paints on an easel. The canvas shows an image of a can of dog food pouring into a bowl. A dog bowl and a cabinet are visible in the background. The dog wears a collar and holds a brush in its paw. Th man is speaking.","What is it, boy? Want to go outside?","The dog is extremely clear that it wants food, yet the man still misunderstands"
489,CS168084,,"In a courtroom setting, a man in a suit stands before a raised bench where another man in a suit appears to preside, and a uniformed officer stands nearby. Seated at the table is a man slumped forward with his head down, while his lawyer stands behind him with a hand on his shoulder, speaking to him.",I'll work on the appeal. You try to escape.,"This frames getting the man out of jail as a team effort, equating escaping jail with more legal routes."
490,CC123065,,"Inside a workshop-like room, three elves in pointy hats sit at a long table with open laptop computers. The middle elf appears distressed and is speaking, while the two elves on either side look toward him.","It’s from Santa, and it goes way, way beyond jolly.",This frames Santa as a boss making an inappropriate advance on an employee
491,CS175002,,"In an office hallway, two men in suits walk past each other. One man holds a briefcase at his side and the other man carries a large chair in both arms, speaking as he does so. In the background, another man and a woman, also in business attire, walk by.",What did you take away from the meeting?,"While ""take away"" typically refers to ideas, here the man is literally taking something (the chair) away from the meeting"
492,CC128506,,"In a grassy yard, two children stand smiling behind a wooden booth labeled “LEMONADE,” with a pitcher and cups on the counter. A man, holding a cup of lemonade, is speaking to a woman who stands beside him.","It's free, but they sell your information.","This would typically be said about a technology product, not a lemonade stand"
493,CC40533,,"A man in a suit stands indoors, angrily looking down at a striped cat that is sitting near a litter box. The cat looks up at him while he appears to be speaking.","Never, ever, think outside the box.","""Think outside the box"" typically refers to having unusual ideas, but here, is interpreted as pooping somewhere other than the litter box"
494,CC38926,,"Two dogs sit outdoors, facing each other on a patch of grass with a tree in the background. One dog, older than the other, is speaking.",My advice is to learn all the tricks you can while you’re young.,"This references the idiom ""you can't teach an old dog new tricks"""
495,CC37641,,"Five men ride in a row on a large toboggan sliding downhill. The middle man wears a suit and holds a briefcase, turned around and speaking to the men behind him, who are dressed in winter clothes. A snow-covered cabin with smoke rising from its chimney and a pine tree appear in the background.","Look, I’m not saying it’s going to be today. But someday—someday—you guys will be happy that you’ve taken along a lawyer.",He's talking about crashing the toboggan
496,CC35551,,"In a courtroom, two men in suits stand side by side in front of a raised bench, facing a judge who is seated behind it. One of them is speaking to the judge. A court reporter sits nearby, with a microphone on a desk in front. Behind the standing men, a full audience is seated, watching the proceedings.","Not guilty, Your Honor, and thank you for asking.","The politeness of ""thank you for asking"" is out of place in a court setting"
497,CC44105,,"Two men in shirts and ties stand facing one another in front of a large board labeled “HERE” and “THERE,” with an arrow between them. The man on the left is speaking to the man on the right. The words “Change Management” appear at the bottom of the cartoon.",We thought we’d put in the detail later...,"This plays on the common criticism of consultants/managers that they come up with broad, vague plans with no implementation details"
498,CC29456,,"Six people sit around a conference table in an office. One man at the head of the table, who appears to be speaking, holds up a holiday card depicting snow and several small trees. An easel behind him displays a bar chart, and the other attendees—four men and one woman—look toward him as he shows the card.",Season’s Greetings’ looks O.K. to me. Let’s run it by the legal department.,"You wouldn’t need to keep getting legal approval, specifically because the holidays happen every year"
499,CS173253,,"A man stands at a podium marked “FDA,” holding a stack of papers and speaking, with an American flag behind him. Seated to his left are a man in a T-shirt who holds a drink, and a woman with crossed arms. To the right, another man in a suit is seated and looking at a sheet of paper. Behind them on the wall are framed images.","We’ve heard that laughter is the best medicine, so beginning Monday we’ll be regulating it.",This mocks the FDA's tendency to overregulate regulate medicine
500,CS173648,,"A group of penguins is gathered on an icy ledge overlooking the water. One penguin is high in the air, with its wings spread, speaking to the other penguins. The penguins on the ledge are looking up toward the airborne penguin.",We just haven't been flapping them hard enough.,"""Flapping harder,"" as the penguin suggests, would obviously not make them fly"
